"act_name","jurisdiction","Section","Heading","implement_type","responsible_official","discretion_type","Paragraph"
"Forest And Range Practices Act","Provincial","2.24","Consultation and cooperation with Indigenous governing body","plan; notice","chief","mandatory; discretionary; authorization","2.24  (1) For the purposes of section 2.23, the chief forester must, before preparing a forest landscape plan, provide notice to any Indigenous governing body that is authorized to act on behalf of Indigenous peoples whose rights could be affected by the establishment of the forest landscape plan."
"Forest And Range Practices Act","Provincial","2.24","Consultation and cooperation with Indigenous governing body","plan; notice","chief","mandatory; establishment","(2) On providing notice under subsection (1) to an Indigenous governing body, the chief forester must attempt to establish, with the Indigenous governing body, a process for consultation and cooperation in the preparation of the forest landscape plan."
"Forest And Range Practices Act","Provincial","2.24","Consultation and cooperation with Indigenous governing body","plan; notice","chief","mandatory; establishment","(3) If a process for consultation and cooperation is established under subsection (2) with an Indigenous governing body within 60 days of the provision of notice under subsection (1) to the Indigenous governing body, the chief forester must implement the process before establishing the forest landscape plan."
"Forest And Range Practices Act","Provincial","2.25","Consultation and cooperation with Indigenous governing body if process not established","plan; notice","chief","mandatory; establishment","2.25  (1) If a process for consultation and cooperation in the preparation of a forest landscape plan is not established under section 2.24 (2) with an Indigenous governing body referred to in that subsection within 60 days of the provision of notice, the chief forester must,"
"Forest And Range Practices Act","Provincial","2.25","Consultation and cooperation with Indigenous governing body if process not established","plan","chief","discretionary","(2) An Indigenous governing body may, within 60 days after receiving the information referred to in subsection (1) (a) or the proposed forest landscape plan referred to subsection (1) (b), provide comments to the chief forester."
"Forest And Range Practices Act","Provincial","2.25","Consultation and cooperation with Indigenous governing body if process not established","plan; notice","chief","discretionary","(4) An Indigenous governing body may, within 60 days after receiving a proposed forest landscape plan under subsection (3) (b), provide notice to the chief forester of its consent or lack of consent to the proposed forest landscape plan."
"Forest And Range Practices Act","Provincial","2.26","Dispute resolution facilitation","notice","chief","mandatory; designation","(2) If a dispute arises between the chief forester and an Indigenous governing body to which notice was provided under section 2.24 (1) relating to a matter described in section 2.25 (5) and the chief forester and the Indigenous governing body cannot resolve the dispute, the chief forester must appoint an individual to facilitate the resolution of the dispute."
"Forest And Range Practices Act","Provincial","2.3","Extension of forest landscape plan","order; plan","chief","discretionary","2.3  (1) The chief forester may, by order, extend the term of a forest landscape plan on one or more occasions."
"Forest And Range Practices Act","Provincial","2.31","Report on forest landscape plans","plan; report","chief","mandatory","(2) Within 2 years after the end of a reporting period for a forest landscape plan, the chief forester must publish a report on a ministry website setting out the extent to which the outcomes identified in the plan have been achieved during the reporting period."
"Forest And Range Practices Act","Provincial","2.32","Plans, studies, analyses and information","order; plan; report","chief","discretionary; requirement","2.32  (1) The chief forester may, by order, for the purposes of preparing or amending a forest landscape plan or preparing a report under section 2.31 in relation to a forest landscape plan, require a person referred to in subsection (2) of this section to take one or more of the following actions, as the chief forester considers adequate:"
"Forest And Range Practices Act","Provincial","2.33","Notice of decisions in relation to forest landscape plans","order; plan; agreement; notice","chief","mandatory","2.33  (1) The chief forester must give notice to the holder of an agreement that grants rights to harvest timber in a forest landscape area if, in relation to the forest landscape plan, the chief forester makes an order that"
"Forest And Range Practices Act","Provincial","2.34","Requirement to keep records of forest landscape plans","plan","chief","mandatory","2.34  (1) The chief forester must keep a record of each forest landscape plan and of each of the following, as applicable, that relates to the plan:"
"Forest And Range Practices Act","Provincial","2.34","Requirement to keep records of forest landscape plans","plan","chief","mandatory","(3) During the term of a forest landscape plan, the chief forester must publish on a ministry website"
"Forest And Range Practices Act","Provincial","2.35","Forest operations plan","plan","minister","definition","""approved forest operations plan"" means a forest operations plan that is approved by the minister;"
"Forest And Range Practices Act","Provincial","2.36","Content of forest operations plan","plan; agreement","minister","mandatory","(2) A forest operations plan held by the holder of an agreement must include a map, in a scale and form satisfactory to the minister, that shows the following:"
"Forest And Range Practices Act","Provincial","2.36","Content of forest operations plan","plan","minister","mandatory","(3) A forest operations plan held by a timber sales manager must include a map, in a scale and form satisfactory to the minister, that shows the following:"
"Forest And Range Practices Act","Provincial","2.38","Engagement on and review of forest operations plans","regulation; plan; approval","minister","mandatory; prohibited","2.38  (1) A person must not submit to the minister for approval a forest operations plan or an amendment to a forest operations plan unless the person has done the following, in accordance with the regulations:"
"Forest And Range Practices Act","Provincial","2.38","Engagement on and review of forest operations plans","plan; approval","minister","mandatory","(2) In submitting a forest operations plan or amendment to the minister for approval, the person submitting the plan or amendment must include the following:"
"Forest And Range Practices Act","Provincial","2.38","Engagement on and review of forest operations plans","plan","minister","discretionary","(3) If the minister requests a person to resubmit a forest operations plan or amendment to address changes requested by the minister, the minister may relieve the person from the requirements under subsections (1) and (2) for the purposes of resubmitting the plan or amendment."
"Forest And Range Practices Act","Provincial","2.39","Approval of forest operations plans","plan","minister","discretionary","2.39  (1) Subject to section 2.4, the minister may approve a forest operations plan or an amendment to a forest operations plan if satisfied of all of the following:"
"Forest And Range Practices Act","Provincial","2.39","Approval of forest operations plans","plan; permit","minister","discretionary; authorization","(2) Subject to subsection (3), the minister may, in approving a forest operations plan or amendment, impose a condition under section 112 (1) that the holder, by the date specified by the minister, deactivate a road authorized under a road permit or cutting permit held by the holder, including a road that is located outside of the forest operations area."
"Forest And Range Practices Act","Provincial","2.4","Approval of forest operations plans that are inconsistent with forest landscape plans","plan","minister","discretionary; prohibited","2.4  (1) If a forest operations plan is inconsistent with a forest landscape plan, or would be inconsistent with a forest landscape plan as a result of an amendment to the forest operations plan, the minister may not approve the forest operations plan or amendment unless the minister is satisfied of all of the following:"
"Forest And Range Practices Act","Provincial","2.41","Limited protection of certain roads and cutblocks","plan; permit; licence; approval","minister","mandatory","2.41  (1) A proposed forest operations plan or an amendment to a forest operations plan must be considered to have received the minister's approval under section 2.39 for the parts of the plan, if any, that relate to a cutting permit, road permit or timber sale licence that is in effect on the date on which the proposed forest operations plan is submitted for approval."
"Forest And Range Practices Act","Provincial","2.41","Limited protection of certain roads and cutblocks","plan; approval","minister","mandatory","(2) In prescribed circumstances, a forest operations plan or amendment must be considered to have received the minister's approval under section 2.39 for the parts of the plan that relate to prescribed matters or things."
"Forest And Range Practices Act","Provincial","2.43","Extension of term of forest operations plan","plan; notice","minister","discretionary","(2) Subject to subsection (3), the minister, by giving written notice to the holder of a forest operations plan, may extend the term of the plan as follows:"
"Forest And Range Practices Act","Provincial","2.45","Mandatory amendments to forest operations plan","regulation; plan; approval","minister","mandatory","2.45  (1) Unless the regulations provide otherwise, the holder of a forest operations plan must propose and submit, for approval by the minister under section 2.39 and in accordance with this section, an amendment to the plan if any of the following applies:"
"Forest And Range Practices Act","Provincial","2.45","Mandatory amendments to forest operations plan","plan","minister","discretionary","(4) In prescribed circumstances, the minister may exempt a person from a requirement to amend a plan under subsection (1)."
"Forest And Range Practices Act","Provincial","2.5","Decision-making agreement","agreement","minister","definition","""decision-making agreement"" means an agreement entered into under section 7 of the Declaration on the Rights of Indigenous Peoples Act by the minister, on behalf of the government, and an Indigenous governing body relating to one or both of the following:"
"Forest And Range Practices Act","Provincial","2.52","Decision-making agreement - statutory power of chief forester","order; plan; report; study","chief","requirement","2.52  (1) This section applies in respect of the power of the chief forester under section 2.32 (1) to, by order, require the submission of plans, studies, analyses or information for the purposes of preparing or amending a forest landscape plan or preparing a report under section 2.31."
"Forest And Range Practices Act","Provincial","20.26","Additional parties to plans","plan; licence","minister","discretionary","20.26  (1) Subject to subsections (2) and (3), if a forest operations plan, forest stewardship plan or woodlot licence plan has been approved by the minister, a person may be added or removed as a party to the plan only if an amendment to add or remove the person as a party to the plan is approved by the minister."
"Forest And Range Practices Act","Provincial","214","Mandate of board re: transition","regulation; plan; approval; review","minister; board","discretionary","(3) In accordance with the regulations, the board may request the minister to review the approval of, or the giving effect to, a forest development plan or range use plan or an amendment to either if"
"Forest And Range Practices Act","Provincial","26","Control of insects, diseases, animals or abiotic factors","notice","minister","discretionary; requirement","26  (1) If the minister determines that a forested area on private land is being damaged by insects, diseases, animals or abiotic factors, the minister, by written notice given to the owner, may require the owner to submit, for that forested area, a proposal that conforms to subsection (3) to control or dispose of the insects, diseases, animals or abiotic factors."
"Forest And Range Practices Act","Provincial","26","Control of insects, diseases, animals or abiotic factors","regulation; order; agreement","minister","requirement","(9) If a proposal approved, or an order made, by the minister under this section requires the holder of an agreement under the Forest Act to carry out a measure other than timber harvesting, then to the extent provided in the regulations, the expenses of the measure are to be paid by the government."
"Forest And Range Practices Act","Provincial","27","Forest health emergency","regulation; order_in_council; designation; protected_area","governor_in_council; council","discretionary; designation","27  (1) If the Lieutenant Governor in Council considers that a forest health emergency exists in an area of Crown land or private land, he or she may designate the area by regulation as a forest health emergency management area."
"Forest And Range Practices Act","Provincial","27","Forest health emergency","regulation; order; agreement","minister","requirement","(5) If an order made by the minister under this section requires the holder of an agreement under the Forest Act or the timber sales manager to carry out a measure other than timber harvesting, then to the extent provided in the regulations, the expenses of the measure are to be paid by the government."
"Forest And Range Practices Act","Provincial","32","Range use plan and range stewardship plan required","agreement; approval","minister","mandatory","32  (1) Before the holder of an agreement under the Range Act grazes livestock or cuts hay on Crown range to which the agreement applies, the holder must prepare, and obtain the minister's approval of,"
"Forest And Range Practices Act","Provincial","32","Range use plan and range stewardship plan required","plan; agreement","minister","discretionary; authorization","(2) The minister may authorize the holder of an agreement under the Range Act to prepare a range stewardship plan"
"Forest And Range Practices Act","Provincial","32","Range use plan and range stewardship plan required","plan; agreement; authorization","minister","authorization","(4) Unless a holder of an agreement under the Range Act is notified by the minister that he or she is considering matters preliminary to granting an authorization under subsection (2), the minister is deemed to have authorized the holder under subsection (2) in respect of a range stewardship plan for an area if the holder"
"Forest And Range Practices Act","Provincial","35","Content of range stewardship plan","plan; strategy","minister","discretionary","(2) If the minister is satisfied as set out in section 32 (2) (b) as to the competence of the holder of a range stewardship plan or an amendment to a range stewardship plan the holder of the plan may specify intended results or strategies to achieve them."
"Forest And Range Practices Act","Provincial","35","Content of range stewardship plan","plan; strategy; approval","minister","discretionary","(3) The intended results or strategies specified under subsection (2) may differ from the prescribed requirements referred to in subsection (1) as the minister, at the time of approval of the plan, considers to be appropriate in the circumstances."
"Forest And Range Practices Act","Provincial","36","Term of range use plan and range stewardship plan","plan","minister","discretionary","(2) Despite subsection (1), the minister, in the circumstances and on the conditions, if any, that are prescribed may extend the term of a range use plan or range stewardship plan for an additional period not exceeding 5 years."
"Forest And Range Practices Act","Provincial","37","Approval of a range use plan or range stewardship plan","plan","minister","mandatory","37  (1) The minister must approve a range use plan, a range stewardship plan or an amendment to either if the minister determines that the plan or amendment"
"Forest And Range Practices Act","Provincial","37","Approval of a range use plan or range stewardship plan","regulation; plan; standard; approval","minister","mandatory","(2) A range use plan, a range stewardship plan or an amendment to either that is submitted to the minister for approval must be considered to have conformed to this Act, the regulations, the standards and the objectives set by government if the plan or amendment conforms to the relevant provisions of this Act, the regulations, the standards and the objectives as they were 4 months before the date of the submission of the plan or amendment to the minister."
"Forest And Range Practices Act","Provincial","37","Approval of a range use plan or range stewardship plan","regulation; order; order_in_council; plan; standard; approval","governor_in_council; minister; council","mandatory; discretionary","(2.1) The Lieutenant Governor in Council, by order, may declare that a range use plan, a range stewardship plan or an amendment to either that is submitted to the minister for approval, despite subsection (2), must immediately conform to some or all of this Act, the regulations, the standards and the objectives set by government as set out in the order."
"Forest And Range Practices Act","Provincial","37","Approval of a range use plan or range stewardship plan","plan; approval","minister; committee","discretionary","(3) The minister or the person seeking approval of a range use plan, a range stewardship plan or an amendment to either may refer the plan to an advisory committee for its recommendations, and the minister may consider those recommendations when making a determination under subsection (1)."
"Forest And Range Practices Act","Provincial","37","Approval of a range use plan or range stewardship plan","plan","minister","mandatory","(4) The minister must give reasons for refusing to approve a range use plan, a range stewardship plan or an amendment to either."
"Forest And Range Practices Act","Provincial","38","Mandatory amendments","plan; strategy","minister","mandatory","(3) The holder of a range stewardship plan described in subsection (1) who knows or reasonably ought to know that the strategies or actions specified in the plan, are not sufficient to achieve the intended results specified in the plan, must prepare and submit to the minister an amendment to the plan so that the plan, as approved, is sufficient to achieve those intended results."
"Forest And Range Practices Act","Provincial","38","Mandatory amendments","plan","minister","mandatory","(4) The holder of a range stewardship plan described in subsection (2) (a) or a range use plan mentioned in subsection (2) (b) who knows or reasonably ought to know that the actions specified in the plan are not sufficient to deal with issues identified by the minister must amend the plan so that it is sufficient to deal with those issues."
"Forest And Range Practices Act","Provincial","38","Mandatory amendments","order; plan","minister","mandatory","(5) The holder of a range use plan or range stewardship plan, if and as directed by order of the minister, must prepare and submit an amendment to the plan to take into account prescribed circumstances."
"Forest And Range Practices Act","Provincial","39","Cumulative impacts require plan amendment","plan; agreement","minister","discretionary","39  (1) At the request of a holder of an agreement under the Range Act, the minister may determine whether range use plans or range stewardship plans held by other holders of agreements under the Range Act prevent or are likely to prevent the holder making the request from"
"Forest And Range Practices Act","Provincial","39","Cumulative impacts require plan amendment","order; plan; agreement; approval","minister","discretionary; requirement","(2) If the determination under subsection (1) is that the requesting holder is prevented or is likely to be prevented from doing the things described in subsection (1) (a) or (b), the minister by order may require one or more of the other holders of agreements referred to in subsection (1) to prepare and submit for the minister's approval the appropriate amendments to one or more range use or range stewardship plans so that the holder making the request does not continue to be prevented from doing those things."
"Forest And Range Practices Act","Provincial","39","Cumulative impacts require plan amendment","plan","minister","mandatory","(3) Before making a determination under this section, the minister must give the holders of range use plans or range stewardship plans affected an opportunity to be heard."
"Forest And Range Practices Act","Provincial","41","Review and comment","plan; review","minister","discretionary","(2) Despite subsection (1), the minister may approve a range use plan or an amendment to one that has not been made available for review and comment if"
"Forest And Range Practices Act","Provincial","42","Proportional objectives","plan","minister","discretionary; establishment","42  In prescribed circumstances, the minister may establish targets for sharing, in specified proportions between or among the holders of range use plans and range stewardship plans, the responsibility to achieve objectives set by government."
"Forest And Range Practices Act","Provincial","51","Range developments","agreement; authorization","minister","mandatory","(2) A person, other than the holder of an agreement under the Range Act, must obtain the authorization of the minister before maintaining a range development on Crown land."
"Forest And Range Practices Act","Provincial","58","Protection of recreation and range resources on Crown land","order; notice","minister","mandatory","(3) The minister must post a notice of an order under subsection (1) in the area to which the order applies."
"Forest And Range Practices Act","Provincial","70","No interference with notice","notice","minister","mandatory; prohibited","70  Without the permission of the minister a person must not, remove, alter, destroy or deface a notice posted by the government for the purposes of notifying the public of a seizure under section 67 or 68."
"Forest And Range Practices Act","Provincial","77","Power of intervention: general","order","minister","discretionary; requirement","(2) If the minister believes on reasonable grounds that a person is transporting or is about to transport beetle-infested timber and that the transportation of the timber will or probably will cause or has caused an adverse impact on the environment, the minister, by order that meets the prescribed requirements, may require the person"
"Forest And Range Practices Act","Provincial","9","Proportional objectives","plan","minister","discretionary; establishment","9  In prescribed circumstances, the minister may establish targets, in specified proportions between or among the holders of forest stewardship plans, for sharing the responsibility to obtain results consistent with objectives set by government."
"Freshwater Fish Marketing Act","Federal","24","Participation agreements","order_in_council; agreement; approval","governor_in_council; minister; council","discretionary","(2) With the approval of the Governor in Council, the Minister may, on behalf of the Government of Canada, enter into an agreement with the government of any province to which this section applies, providing for"
"Freshwater Fish Marketing Act","Federal","3","Appointment of Chairperson and President","order_in_council","governor_in_council; council","mandatory; designation","(2) The Chairperson and the President shall each be appointed by the Governor in Council to hold office during pleasure for such term as the Governor in Council considers appropriate."
"Freshwater Fish Marketing Act","Federal","3","Appointment of directors","order_in_council; approval","governor_in_council; minister; director; council","mandatory; designation","(3) Each director, other than the Chairperson and the President, shall be appointed by the Minister, with the approval of the Governor in Council, to hold office during pleasure for a term not exceeding four years that will ensure, as far as possible, the expiration in any one year of the terms of office of not more than one half of the directors."
"Freshwater Fish Marketing Act","Federal","3","Appointment","order_in_council","governor_in_council; director; council","mandatory; designation","(4) A director of the Corporation for a participating province shall be appointed on the recommendation of the lieutenant governor in council of the participating province."
"Greenbelt Act","Provincial","3","Preservation of greenbelt land","order_in_council; agreement; approval","governor_in_council; minister; council","discretionary","(c) with the approval of the Lieutenant Governor in Council, the minister may make an agreement on behalf of the government with any of the following for the acquisition by the government of land owned by them as greenbelt land:"
"Hydro And Power Authority Act","Provincial","1","Definitions","licence","authority","definition","""power site"" includes any land, or any lake, river, stream, watercourse or body of water, water licence or privilege, or reservoir, dam, water storage, sluice, canal, raceway, tunnel or aqueduct that is used or that, in the opinion of the authority, might be used for or in connection with the generation or supply of power;"
"Hydro And Power Authority Act","Provincial","34","Taxation","order_in_council; approval","governor_in_council; authority; council","discretionary","(1) With the approval of the Lieutenant Governor in Council, the authority may make annual grants to the Surveyor of Taxes with respect to a rural area and to municipalities and other local governments within the territorial jurisdiction of which the authority generates, transmits or sells electric power or otherwise carries on business."
"Hydro And Power Authority Act","Provincial","34.2","Grants to Nisg_a'a Lisims Government","order_in_council; approval","governor_in_council; authority; council","discretionary","(2) With the approval of the Lieutenant Governor in Council, the authority may make annual grants to the Nisg_a'a Nation with respect to Nisg_a'a Lands within which the authority generates, transmits or sells electric power or otherwise carries on business."
"Hydro And Power Authority Act","Provincial","35","Directives","order_in_council","governor_in_council; commission; authority; council","discretionary","35  Despite the Utilities Commission Act, the Lieutenant Governor in Council may issue directives directing the authority in a fiscal year to pay to the government an amount specified in the directive and may issue directives directing the authority in a fiscal year to pay to the persons constituting one or more classes of the authority's past or present customers an amount specified in the directive."
"Hydro And Power Authority Act","Provincial","36","Pension arrangements","order_in_council; plan; agreement","governor_in_council; authority; council","discretionary; designation","(5) Despite any requirement or agreements existing and applicable to any superannuation or retirement plan or scheme for the benefit of any officers or employees of the authority or corporation formed by amalgamation under this Act or a partnership formed under this Act, the Lieutenant Governor in Council may rescind the appointment of any trustee under any plan or scheme and appoint a trustee or trustees in place of that trustee."
"Hydro And Power Authority Act","Provincial","4","Directors","order_in_council","governor_in_council; authority; council","mandatory; designation","(2) The Lieutenant Governor in Council must appoint one or more of the directors to chair the authority."
"Hydro And Power Authority Act","Provincial","9","Executive committee","order_in_council","governor_in_council; authority; council; committee","mandatory; discretionary; designation","9  (1) The Lieutenant Governor in Council may appoint an executive management committee of the authority that is composed of not more than 5 directors, and that must, subject to the direction of the directors of the authority, manage the operations of the authority."
"Impact Assessment Act","Federal","109","Regulations - Governor in Council","order_in_council; designation","governor_in_council; minister; council","discretionary; definition; designation","(b) for the purpose of the definition designated project in section 2, designating a physical activity - or class of physical activities - the carrying out of which may, in the Governor in Council's opinion, cause adverse effects within federal jurisdiction or direct or incidental adverse effects and specifying which physical activity or class of physical activities may be designated by the Minister under paragraph 112(1)(a.2);"
"Impact Assessment Act","Federal","112","Regulations - Minister","order_in_council; designation","governor_in_council; authority; agency; council","mandatory","(a.2) designating, for the purposes of section 112.1, a physical activity or class of physical activities from among those specified by the Governor in Council under paragraph 109(b), establishing the conditions that must be met for the purposes of the designation and setting out the information that a person or entity - federal authority, government or body - that is referred to in subsection (3) must provide the Agency in respect of the physical activity that they propose to carry out;"
"Impact Assessment Act","Federal","112","Written notice","designation","minister; authority; agency","mandatory; designation","(3) A person or entity - federal authority, government or body - that proposes the carrying out of a physical activity that is designated by the Minister under paragraph 112(1)(a.2) or that is part of a class of physical activities that is designated by the Minister under that paragraph must notify the Agency in writing that they propose to do so."
"Impact Assessment Act","Federal","114","International agreements and arrangements","agreement; assessment","minister","discretionary; definition","(2) The Minister and the Minister of Foreign Affairs may enter into agreements or arrangements with any jurisdiction referred to in paragraphs (h) and (i) of the definition jurisdiction in section 2 respecting assessments of environmental effects, including for the purposes of implementing the provisions of any international agreement or arrangement respecting the assessment of environmental effects to which the Government of Canada is a party."
"Impact Assessment Act","Federal","12","Agency's obligation - offer to consult","designation; assessment","agency","mandatory; discretionary; designation","12 For the purpose of preparing for a possible impact assessment of a designated project, the Agency must offer to consult with any jurisdiction that has powers, duties or functions in relation to an assessment of the environmental effects of the designated project and any Indigenous group that may be affected by the carrying out of the designated project."
"Impact Assessment Act","Federal","14","Agency's obligation - summary of issues","designation","authority; agency","mandatory; designation","14 (1) The Agency must provide the proponent of a designated project with a summary of issues with respect to that project that it considers relevant, including issues that are raised by the public or by any jurisdiction or Indigenous group that is consulted under section 12, and with any information or knowledge made available to it by a federal authority that the Agency considers appropriate."
"Impact Assessment Act","Federal","153","Agency continued","assessment","minister; agency","mandatory","153 (1) The Canadian Environmental Assessment Agency is continued as the Impact Assessment Agency of Canada. The Impact Assessment Agency must advise and assist the Minister in exercising the powers and performing the duties and functions conferred on him or her by this Act."
"Impact Assessment Act","Federal","16","Factors","plan; designation; study","agency","designation","(f) any study that is conducted or plan that is prepared by a jurisdiction - in respect of a region that is related to the designated project - and that has been provided to the Agency;"
"Impact Assessment Act","Federal","16","Limitation","designation; assessment","agency","discretionary; designation; requirement","(2.1) The Agency may decide that an impact assessment is required only if it is satisfied that the carrying out of the designated project may cause adverse effects within federal jurisdiction or direct or incidental adverse effects."
"Impact Assessment Act","Federal","17","Minister's obligation","designation; notice; assessment","minister; authority; agency","mandatory; designation","17 (1) If, before the Agency provides the proponent of a designated project with a notice of the commencement of the impact assessment of the designated project under subsection 18(1), a federal authority advises the Minister that it will not be exercising a power conferred on it under an Act of Parliament other than this Act that must be exercised for the project to be carried out in whole or in part, or the Minister is of the opinion that it is clear that the designated project would cause unacceptable environmental effects within federal jurisdiction, the Minister must provide the proponent with a written notice that he or she has been so advised or is of that opinion. The written notice must set out the reasons why the federal authority will not exercise its power or the basis for the Minister's opinion."
"Impact Assessment Act","Federal","181","Continuance or termination of environmental assessment","designation; assessment; study","agency","discretionary; designation","(3) If the proponent fails to provide the information or studies within the time limit referred to in subsection (2) or within any extension of that time limit or notifies the Agency that it will fail to do so, the Agency may decide that the environmental assessment of the designated project is to be continued as an impact assessment under this Act or is to be terminated."
"Impact Assessment Act","Federal","183","Request of proponent","designation; assessment; review","minister","designation","(2) Despite subsection (1), on request made to the Minister by the proponent of a designated project referred to in that subsection, the environmental assessment is continued as an impact assessment under this Act as if the impact assessment had been referred by the Minister to a review panel under subsection 36(1) of this Act."
"Impact Assessment Act","Federal","183","Power of Agency","designation; assessment; review; study","minister; agency","discretionary; designation; requirement","(2.1) If, within one year after the day on which this subsection comes into force, the proponent of a designated project referred to in subsection (1) fails to collect the information or undertake the studies required by the Agency under section 39 of the 2012 Act, the Agency may, despite subsection (1), decide that the environmental assessment of that project is to be continued as an impact assessment under this Act as if the impact assessment had been referred by the Minister to a review panel under subsection 36(1) of this Act."
"Impact Assessment Act","Federal","185.1","Non-application of this Act","designation; assessment","agency","designation; requirement","185.1 (1) This Act does not apply to a designated project, as defined in subsection 2(1) of the 2012 Act, that is a designated project, as defined in section 2 of this Act, if the former Agency determined that no environmental assessment was required under the 2012 Act or that section 128 of that Act applied to the project."
"Impact Assessment Act","Federal","2","Definitions","plan; agreement","minister; board; commission; agency; council","establishment","It does not include the Executive Council of - or a minister, department, agency or body of the government of - Yukon, the Northwest Territories or Nunavut, a council of the band within the meaning of the Indian Act, Export Development Canada or the Canada Pension Plan Investment Board. It also does not include a Crown corporation, as defined in subsection 83(1) of the Financial Administration Act, that is a wholly-owned subsidiary, as defined in that subsection, a harbour commission established under the Harbour Commissions Act or a not-for-profit corporation that enters into an agreement under subsection 80(5) of the Canada Marine Act, that is not set out in Schedule 1. (autorite federale)"
"Impact Assessment Act","Federal","2","Definitions","designation; assessment","agency","establishment; designation","(b) any agency or body that is established under an Act of Parliament and that has powers, duties or functions in relation to an assessment of the environmental effects of a designated project;"
"Impact Assessment Act","Federal","2","Definitions","designation; assessment","agency","establishment; designation","(d) any agency or body that is established under an Act of the legislature of a province and that has powers, duties or functions in relation to an assessment of the environmental effects of a designated project;"
"Impact Assessment Act","Federal","2","Definitions","designation","authority","definition; designation","proponent means the person or entity - federal authority, government or body - that proposes the carrying out of, or carries out, a designated project. (promoteur)"
"Impact Assessment Act","Federal","23","Specialist or expert information","designation; agreement; assessment","minister","designation","(c) a jurisdiction that, in relation to a designated project in respect of which the Minister has approved a substitution under section 31, conducts an assessment of the effects of the designated project or undertakes activities under an agreement or arrangement referred to in paragraph 114(1)(f) in relation to the assessment of those effects."
"Impact Assessment Act","Federal","28","Effects set out in report","designation; report","agency","mandatory; designation","(3) The report must set out the effects that, in the Agency's opinion, are likely to be caused by the carrying out of the designated project. It must also indicate, from among the effects set out in the report, those that are adverse effects within federal jurisdiction and those that are direct or incidental adverse effects, and specify, from among those adverse effects within federal jurisdiction and direct or incidental adverse effects, the ones that are likely to be, to some extent, significant and the extent to which they are significant."
"Impact Assessment Act","Federal","28","Time limit established by Agency - designated project","designation; assessment","agency","designation","(a) a longer time limit than the time limit referred to in subsection (2) to take into account circumstances that are specific to the designated project or to allow the Agency to cooperate with a jurisdiction referred to in section 21 with respect to the impact assessment of that project; or"
"Impact Assessment Act","Federal","28","Extension of time limit by Minister","designation","minister; agency","discretionary; establishment; designation","(6) The Minister may extend the time limit referred to in subsection (2) or any time limit established under subsection (5) by any period - up to a maximum of 90 days - that is necessary to take into account circumstances that are specific to the designated project or to allow the Agency to cooperate with a jurisdiction referred to in section 21."
"Impact Assessment Act","Federal","28","Extension of time limit by Governor in Council","order_in_council; designation","governor_in_council; minister; agency; council","discretionary; designation","(7) The Governor in Council may, on the recommendation of the Minister, extend the time limit extended under subsection (6) by any period that is necessary to take into account circumstances that are specific to the designated project or to allow the Agency to cooperate with a jurisdiction referred to in section 21."
"Impact Assessment Act","Federal","29","Delegation","designation; report; assessment","agency","discretionary; definition; designation","29 The Agency may delegate to any person, body or jurisdiction referred to in paragraphs (a) to (g) of the definition jurisdiction in section 2 the carrying out of any part of the impact assessment of the designated project and the preparation of the report with respect to the impact assessment of the designated project."
"Impact Assessment Act","Federal","30","Non-disclosure","authorization","agency","mandatory; prohibited","(2) If the Agency is satisfied that the disclosure of evidence, records or other things would cause specific harm to the environment, the evidence, records or things are privileged and must not, without the Agency's authorization, knowingly be, or be permitted to be, disclosed by any person who has obtained the evidence, records or other things under this Act."
"Impact Assessment Act","Federal","31","Minister's power","designation; assessment","minister","discretionary; definition; designation","31 (1) Subject to sections 32 and 33, the Minister may, on request of a jurisdiction referred to in any of paragraphs (c) to (g) of the definition jurisdiction in section 2 that has powers, duties or functions in relation to an assessment of the effects of a designated project and before the expiry of the time limit referred to in subsection 18(1), or any extension of that time limit, do one of the following:"
"Impact Assessment Act","Federal","31","Minister's power","designation; assessment","minister","designation","(a) if the Minister is of the opinion that a process for assessing the effects of designated projects that is followed by the jurisdiction would be an appropriate substitute, approve the substitution of that process for the impact assessment;"
"Impact Assessment Act","Federal","31","Minister's power","designation; agreement; assessment","minister","designation","(b) if the Minister is of the opinion that a process for assessing the effects of designated projects that is followed by the jurisdiction would, together with the activities undertaken under an agreement or arrangement referred to in paragraph 114(1)(f) in relation to the assessment of the effects of the designated project, be an appropriate substitute, approve the substitution of that process and those activities for the impact assessment."
"Impact Assessment Act","Federal","35","Information","designation; agreement; assessment","minister; agency","discretionary; designation; requirement","35 If, with respect to the assessment of the effects of a designated project in respect of which the Minister has approved a substitution, the Agency is of the opinion that information is required for the purpose of ensuring that the factors set out in subsection 22(1) will be considered or for the purposes of subsection 60(1) or (1.1), it may require the proponent of that project to provide the information to the Minister or may make a request to the jurisdiction that is following or followed the process - or to any jurisdiction that is undertaking or undertook activities under an agreement or arrangement referred to in paragraph 114(1)(f) in relation to the assessment of effects of that project - to provide that information to the Minister."
"Impact Assessment Act","Federal","37","Limit of 600 days","designation; assessment; review","agency","mandatory; prohibited; establishment; designation; requirement","(2) Subject to subsection (3), the total number of days for the time limits established under subsection (1) must not exceed 600 unless the Agency is of the opinion that more time is required to take into account circumstances that are specific to the designated project or to allow the review panel to cooperate with a jurisdiction referred to in section 21 with respect to the impact assessment of that project."
